,tweet_raw_text,task_1
2733,VM2 IS FUCKING DONE,HOF
2734,: This is fucking INSANE. Imagine the depravity it takes to prevent kids from graduating and receiving their high school d,HOF
2735,Might fuck around and have to pay me in blood.,HOF
2736,Forgive him hes only I dont even think he knows what intoxicated means,NOT
2737,Idk why they bother to put non shiny Pokemon as rewards who the fuck wants a loudre,HOF
2738,": Better to get shit done on your own, cant rely on anyone",HOF
2739,": Plot twist: You can still contract STDs from using condoms or just oral.Get checked, people. Routinely.",HOF
2740,Not even Jesus can die for you,HOF
2741,Hes not billionaire. Hes con artist who wa,HOF
2742,: Now that is Americas ass,HOF
2743,: dont do anything stupid until i get backhow can i? youre taking all the stupid with you,NOT
2744,"Actually, It's another reasons why he never should've been president in the first place.",NOT
2745,Well I wont be streaming for a few days because the internet that I literally just got IS FUCKING BROKEN,HOF
2746,"This reminds me of how dictators in third world countries work. Huh, guess thats America now",NOT
2747,"My mother thinks Im joking when I said I dont have boyfriend, she thinks I dont want to tell her, looolsss e go shock this woman",NOT
2748,"No, the local elections have becom",NOT
2749,"So impressed so far by Pete's answers. He's smart, he's clear, and he gets the message across.",NOT
2750,: Telling me awww thanks after a compliment is = to saying boy gtf ugly ass ashy ass nigga,HOF
2751,: what the actual fuck,HOF
2752,: i needa bitch Im coming over ass friend,HOF
2753,: This Chi shit,HOF
2754,I can get behind this.,NOT
2755,": being single is overhyped, this shit getting lame as fuck",HOF
2756,What amazing president? The only thi g amazing about Trump is his ability to tell so many lies. That is amazing!,NOT
2757,"I agree, they fucked up her character. When you think she is finally grown up, she say something stupid",HOF
2758,Getting in from work,NOT
2759,: UPDATE: newborn puppies survive after thrown in the trash at - as officials prepare to put dogs found in a,NOT
2760,happy birthday to this fine ass beauty im so glad i met you! youre so beautiful and funny af! i love you so mu,HOF
2761,"Everyone who close to you and I'm also close to them, you'll start your suspicious towards them. Just because I clo",NOT
2762,: Morning wood requires a morning but dont you think,NOT
2763,So you're saying you're unbearable if you're not on drugs?,NOT
2764,This is the most stupid and insane thing Ive ever come across in my life. Making a woman alter her testosterone le,NOT
2765,I think i should.. BTS,NOT
2766,"Ok Bet, we need stimulating convo",NOT
2767,: Watch my sexy husband and of course myself as we take turns fucking the incredibly HOT,HOF
2768,OCE IS ON THE FUCKING COME UP FOR EVERY ESPORTS. DONT FUCKIN SLEEP ON US CUNTS,HOF
2769,GET YOUR COPY OF DANCE MAMA DANCE NOW ON ITUNES!!,NOT
2770,Oryttt here we go,NOT
2771,i have to pack for chicago but instead im lying in bed DYING because of my head and throat. everyone pray for me,NOT
2772,": zils agent: Mesut will be staying until at least , and the fans need not to worry about the gossip that may come th",NOT
2773,: when the Netflix movie is finally over and it's time to fuck,HOF
2774,: i hate overthinking certain shit,HOF
2775,: My ex would let me go to sleep crying next to him. Thats the shit I will never tolerate again.,HOF
2776,so jealous i wont be there until tomorrow but i glad youre having fun!!!,NOT
2777,Fuck Hillary Lying Clinton,NOT
2778,Shame on you,HOF
2779,If youd like to pick up crumbs for the rest of your life then motherhood is definitely for you,NOT
2780,holy shit ben the shaaaade,HOF
2781,: So sick!,NOT
2782,: Clearly their fans from JAPAN and KOREA are buying the tickets to make it look like they have fans in America smh https:/,NOT
2783,: this ass!!!!,HOF
2784,Do it,NOT
2785,. will be at in weeks!Tickets + Info:,NOT
2786,": Rahul gandhi behind my right shoulder, I saw him landing on board INS Vikrant in from Sae King along with his fat",NOT
2787,JIN AND HALSEY BLOWING A KISS AND JIN THROWING THE ROSE WAS CUTE AS FUCK KILL MEWOISHKJDV,HOF
2788,I cannot fucking wait for this week to be over tbh. The absolute gall of certain people on here is absolutely beyond me.,HOF
2789,"Man just stop, this is a bad look for you. I get it that you are too far in your fictional wormhole",NOT
2790,"I meannnn if a place is that bad, i just wouldnt go. Thats just me though gotta see",NOT
2791,: He has no foreign policies. He is a fuc!ing moron. His former Secretary of State so stated. He is doing tons of damage to de,HOF
2792,ok what the fuck u said it urself that u dont know who i am and never taught me before and now ure telling me i lac,HOF
2793,: arya finna fucking discover america,HOF
2794,I knew from his accent he was racist,HOF
2795,": SexyAsFuck, why ??? because this is fucking sexy, of course",HOF
2796,Literally never say to me youll be ready in a few minutes and then take almost three to actually start to get ready,NOT
2797,im stupid im stupid im stupid im stupid im stupid im stupid im stupid im stupid im stupid im stupid im s,NOT
2798,"No , like I actually need a dad",NOT
2799,: so Im telling yall ever since hoseok left LA its been hella gloomy and yall are telling me ever since hoseok arrived in C,NOT
2800,: this shit clearer than my future,HOF
2801,: this is regional director jimin attending board meeting in NY and meeting the cute presenter graduate then fucking the nig,HOF
2802,: This is the third case in less than a year in which a former US intelligence officer has pled or been found guilty of con,NOT
2803,: Just had an intense -hour workout to my Beyonc playlist and I swear I feel like Im ready to conquer this fucking world,HOF
2804,"so like its. ""oh shit sorry your life sucked or whatever. yeah this place just seems to choose people r",HOF
2805,": Hey bro, Hey sis. Whatever youre going through, God is not blind. He is only patient.Relax, Im sure hes got you",NOT
2806,: Big booty.....you kno the rest,HOF
2807,"// I'm not always able to maintain a balance, and I think that's important for everyone to know about",NOT
2808,": You can block me, unfriend me, unfollow meBut you cant uneat my ass",HOF
2809,"oh okay, I got a full sized keyboard now so gonna be a bit weird going to a smaller one haha",NOT
2810,"I doubt they'll help meThey'll probably just be like""wElL, yOu ShOuLd'Ve dOnE YOuR hOmeWoRK""",NOT
2811,"""Damn da blunt gone"" or ""Can i smoke wit ya""",HOF
2812,Susie Rabaca needs your help.This mother of newborn twins found out she had cancer while she was -months pregnant.,NOT
2813,: its my birth month! go crazy go stupid,HOF
2814,": So Im doing a research paper in English about mental health and school,, that being said:RT if your mental health has made",NOT
2815,": dont worry, carla, youre gonna be okay",NOT
2816,: this bitch is so pretty ... im tired,HOF
2817,No increase because there where no jobs. Obama said he could not pull jobs out of his hat.,NOT
2818,": NU'EST - HAPPILY EVER AFTER190501 :205,067 copies (72,365 copies total)",NOT
2819,: I can fuck up a format tweet like nobody's business.,HOF
2820,WHAT THE HELLCouldn't they have found a Cebuano host instead? This is terribly ill informed.,HOF
2821,: You know what we are??? Fucking sock destroyers!,HOF
2822,I think the plan is to respond so late that they CANT do anything about it (office politics) and while the office,NOT
2823,Suddenly i want to work in TR IOI PUTRAJAYA,NOT
2824,"Honestly I suck at texting &amp; barely read Dms , people need to catch me in person .",HOF
2825,": Summer Im coming for you ! No boring shit ! Beach days, road trips, kickbacks and HOT DAYS ! Im ready Im ready Im",NOT
2826,: You're a STAFFING firm? You put this ad up and you're a professional staffing consultancy?So. Here's what hap,NOT
2827,realDonaldTrump STFU',NOT
2828,"As anticipated, there was exceptionally high demand for the CBeebies Proms and seated tickets are now sold out. We",NOT
2829,If I ever get rich I would buy his glasses. I bet they are in some museum somewhere or in someones pri,NOT
2830,: can I just say that u should own up to that shit and fucking admit to ur mistakes and itll make u a better person thanks,HOF
2831,": Ned Starks son, whos attempted murder kicked off all the drama of the series is on the Throne. His daughter, who was",NOT
2832,people followed me // automatically checked by,NOT
2833,He legit just gutted me the fuck out,HOF
2834,: Father of Colorado school shooter Alec McKinney is serial felon and illegal immigrant So is this why there is no covera,HOF
2835,": So you're going by ""Cody ko"" now nerd? Haha whats up douche bag, it's Noel from Highschool. Remember me? Me and the guys",HOF
2836,": If you're even passingly familiar with how Trump/Russia ""bombshell"" news cycles have worked for the past three years, you'd kn",NOT
2837,"i think what this person is saying isnt that theyre affected that youre calling them white, like they literall",NOT
2838,go go go go!!!!!!!!!!!!!!!!!!!!,NOT
2839,: Fat bottomed girls you make the rockin world go round,HOF
2840,: Niggas do the funniest shit when they're high,HOF
2841,"He's been in the U-20 's shoes. And he knows a little bit about too. Tell 'em, !",NOT
2842,": Dear , I get suspended regularly, for a week, for stupid shit, and this blustering imbecile that actua",HOF
2843,hes literally the one that defended everyone in the village from a freaking big ass bomb??? hes the one,NOT
2844,": "" people hate me so much that they dream of KILLING me"" - from an incumbent PM, this is an extr",HOF
2845,: So white people are scared of Muslims till its time to go Morocco or Turkey for holiday ?????,NOT
2846,Yall keep on with these dumb ass laws. Women gonna become Americas worst nightmare cuz we gon start killing nigga,HOF
2847,I bet the coppers are well impressed having to protect that racist little shit.Solidarity Bootle,HOF
2848,card and keychain,NOT
2849,shes succeeding,NOT
2850,Shes too white here it didnt work,NOT
2851,That shit hit me at Dennys,HOF
2852,You can tell I found my way bitch I switched it up,HOF
2853,": Lindsey, its not over until the fat lady sings! But you probably dont know any, fat or otherwise!",HOF
2854,: Thank you Mr. President !,NOT
2855,Yes man Im pissed i gotta start all over but fuck it aint the first L i done took n it wont be,HOF
2856,: If another person getting your attention the fuck you need me for,HOF
2857,Why would you even go there? Show me on the doll where touched you. That's low class man.,NOT
2858,"You need to stop doing stupid shit like that, or you get yourself killed.",HOF
2859,: We're hoping that you vote on website too! We goin full force + BTS (),NOT
2860,"The goal is to become international, yall have have that local shit",HOF
2861,L O O K AT HIS ARMS THEYRE SO BUFF,NOT
2862,you can rest now,NOT
2863,need to see this,NOT
2864,: minho grabs jisungs ass who gets him right back,HOF
2865,: I've said on election you're voring for two different Americas. Everything was on ballot and that wasn't enough. Your self,NOT
2866,: FOR THE LAST TIME ALL YOU CAN GO FUCK YOURSELF,HOF
2867,: Nobody:My competitive ass:,HOF
2868,: You're very foolish for that question mark,NOT
2869,: Idc what your opinion is on (and dont wanna hear it) BUT she shut that shit down today with .,HOF
2870,whos ass have u eaten,HOF
2871,: God damn! I can't possibly get enough of _LuckyCharms massive fucking rack LIVE on cam .,HOF
2872,: I had a hot streak on the roulette and won a fuck load of money but then my luck turned and my $100k quickly turned into lik,NOT
2873,Americans at least the non stupid Americans r sick tired of this shit THIS COUNTRY HAS NEVER BEEN BETTER OPEN UR EY,HOF
2874,: Abortion?BAN IT!Birth control?BAN IT!Sex Ed? BAN IT!Guns? Ok look banning things never works. People will always f,HOF
2875,: this is the video where she got overwhelmed and we all cried just she's so cute,NOT
